 Written on 2022-12-12T11:54:41
          26
          21
    4    2    4    4    2    4    4    2    4    2    1    2    4    2    4
    4    2    4    4    2    4
   -1    0   -1    3   20    0.000000    0.000000
   -1    0   -1    4   20    0.000000    0.000000
   -1    0   -1    5   20    0.000000    0.000000
   -1    0   -1    6   20    0.000000    0.000000
   -1    0   -1    7   20    0.000000    0.000000
   -1    0   -1    8   20    0.000000    0.000000
   -1    0   -1    9   20    0.000000    0.000000
   -1    0   -1   10   20    0.000000    0.000000
   -1    0   -1   11   20   -0.001484    0.000000
   -1    0   -1   12   20    0.007263    0.000000
   -1    0   -1   13   20    0.000895    0.000000
   -1    0   -1   14   20   -0.010142    0.000000
   -1    0   -1   15   20    0.001902    0.000000
   -1    0   -1   16   20    0.000007    0.000000
   -1    0   -1   17   20    0.000401    0.000000
   -1    0   -1   18   20   -0.000000    0.000000
   -1    0   -1   19   20    0.000004    0.000000
   -1    0   -1   20   20   -0.014147    0.000000
   -1    0   -1   21   20   -0.003904    0.000001
   -1    0   -1   22   20   -0.000653    0.000000
   -1    0   -1   23   20   -0.000339    0.000000
   -1    0   -1   24   20    0.000042    0.000000
   -1    0   -1   25   20   -0.034014    0.000000
   -1    0   -1   26   20   -0.000062    0.000000
   -1    0   -1    1   21    0.000000    0.000000
   -1    0   -1    2   21    0.000000    0.000000
   -1    0   -1    3   21    0.000000    0.000000
   -1    0   -1    4   21    0.000000    0.000000
   -1    0   -1    5   21    0.000000    0.000000
   -1    0   -1    6   21    0.000000    0.000000
   -1    0   -1    7   21    0.000000    0.000000
   -1    0   -1    8   21    0.000000    0.000000
   -1    0   -1    9   21    0.000000    0.000000
   -1    0   -1   10   21    0.000000    0.000000
   -1    0   -1   11   21   -0.022570   -0.000002
   -1    0   -1   12   21    0.000004    0.000000
   -1    0   -1   13   21    0.011711    0.000000
   -1    0   -1   14   21   -0.010337    0.000000
   -1    0   -1   15   21   -0.000010    0.000000
   -1    0   -1   16   21   -0.013381   -0.000002
   -1    0   -1   17   21   -0.028137    0.000001
   -1    0   -1   18   21   -0.016288    0.000000
   -1    0   -1   19   21   -0.002759   -0.000001
   -1    0   -1   20   21   -0.003904   -0.000001
   -1    0   -1   21   21    0.085414    0.000000
   -1    0   -1   22   21   -0.000026    0.000000
   -1    0   -1   23   21    0.005375    0.000000
   -1    0   -1   24   21    0.331680    0.000000
   -1    0   -1   25   21    0.208595    0.000001
   -1    0   -1   26   21    0.127131    0.000000
   -1    0   -1    1   22    0.000000    0.000000
   -1    0   -1    2   22    0.000000    0.000000
   -1    0   -1    3   22    0.000000    0.000000
   -1    0   -1    4   22    0.000000    0.000000
   -1    0   -1    5   22    0.000000    0.000000
   -1    0   -1    6   22    0.000000    0.000000
   -1    0   -1    7   22    0.000000    0.000000
   -1    0   -1    8   22    0.000000    0.000000
   -1    0   -1    9   22    0.000000    0.000000
   -1    0   -1   10   22    0.000000    0.000000
   -1    0   -1   11   22    0.000056    0.000000
   -1    0   -1   12   22   -0.010296    0.000000
   -1    0   -1   13   22   -0.000011    0.000000
   -1    0   -1   14   22    0.000007    0.000000
   -1    0   -1   15   22   -0.004094    0.000000
   -1    0   -1   16   22    0.019470    0.000000
   -1    0   -1   17   22    0.005767    0.000000
   -1    0   -1   18   22    0.005238    0.000000
   -1    0   -1   19   22    0.000220    0.000000
   -1    0   -1   20   22   -0.000653    0.000000
   -1    0   -1   21   22   -0.000026    0.000000
   -1    0   -1   22   22    0.022177    0.000000
   -1    0   -1   23   22    0.000077    0.000000
   -1    0   -1   24   22    0.296729   -0.000001
   -1    0   -1   25   22    0.092565    0.000000
   -1    0   -1   26   22    0.102133    0.000000
   -1    0   -1    1   23    0.000000    0.000000
   -1    0   -1    2   23    0.000000    0.000000
   -1    0   -1    3   23    0.000000    0.000000
   -1    0   -1    4   23    0.000000    0.000000
   -1    0   -1    5   23    0.000000    0.000000
   -1    0   -1    6   23    0.000000    0.000000
   -1    0   -1    7   23    0.000000    0.000000
   -1    0   -1    8   23    0.000000    0.000000
   -1    0   -1    9   23    0.000000    0.000000
   -1    0   -1   10   23    0.000000    0.000000
   -1    0   -1   11   23   -0.018066    0.000000
   -1    0   -1   12   23   -0.000017    0.000000
   -1    0   -1   13   23   -0.001141    0.000000
   -1    0   -1   14   23    0.003335    0.000000
   -1    0   -1   15   23   -0.000005    0.000000
   -1    0   -1   16   23    0.011683    0.000000
   -1    0   -1   17   23    0.005885    0.000000
   -1    0   -1   18   23    0.000140    0.000000
   -1    0   -1   19   23    0.000298    0.000000
   -1    0   -1   20   23   -0.000339    0.000000
   -1    0   -1   21   23    0.005375    0.000000
   -1    0   -1   22   23    0.000077    0.000000
   -1    0   -1   23   23   -0.015730    0.000000
   -1    0   -1   24   23    0.165483    0.000000
   -1    0   -1   25   23    0.089939    0.000000
   -1    0   -1   26   23   -0.015050    0.000000
   -1    0   -1    1   24    0.000000    0.000000
   -1    0   -1    2   24    0.000000    0.000000
   -1    0   -1    3   24    0.000000    0.000000
   -1    0   -1    4   24    0.000000    0.000000
   -1    0   -1    5   24    0.000000    0.000000
   -1    0   -1    6   24    0.000000    0.000000
   -1    0   -1    7   24    0.000000    0.000000
   -1    0   -1    8   24    0.000000    0.000000
   -1    0   -1    9   24    0.000000    0.000000
   -1    0   -1   10   24    0.000000    0.000000
   -1    0   -1   11   24   -0.013381   -0.000002
   -1    0   -1   12   24    0.028137   -0.000001
   -1    0   -1   13   24    0.016288    0.000000
   -1    0   -1   14   24   -0.002759   -0.000001
   -1    0   -1   15   24   -0.003904   -0.000001
   -1    0   -1   16   24    0.009680    0.000000
   -1    0   -1   17   24    0.000027    0.000000
   -1    0   -1   18   24   -0.016240    0.000000
   -1    0   -1   19   24   -0.011613    0.000000
   -1    0   -1   20   24    0.000042    0.000000
   -1    0   -1   21   24    0.331680    0.000000
   -1    0   -1   22   24    0.296729    0.000001
   -1    0   -1   23   24    0.165483    0.000000
   -1    0   -1   24   24    0.085414    0.000000
   -1    0   -1   25   24    0.000026    0.000000
   -1    0   -1   26   24   -0.005375    0.000000
   -1    0   -1    1   25    0.000000    0.000000
   -1    0   -1    2   25    0.000000    0.000000
   -1    0   -1    3   25    0.000000    0.000000
   -1    0   -1    4   25    0.000000    0.000000
   -1    0   -1    5   25    0.000000    0.000000
   -1    0   -1    6   25    0.000000    0.000000
   -1    0   -1    7   25    0.000000    0.000000
   -1    0   -1    8   25    0.000000    0.000000
   -1    0   -1    9   25    0.000000    0.000000
   -1    0   -1   10   25    0.000000    0.000000
   -1    0   -1   11   25   -0.019470    0.000000
   -1    0   -1   12   25    0.005767    0.000000
   -1    0   -1   13   25    0.005238    0.000000
   -1    0   -1   14   25   -0.000220    0.000000
   -1    0   -1   15   25    0.000653    0.000000
   -1    0   -1   16   25    0.000039    0.000000
   -1    0   -1   17   25   -0.056652    0.000000
   -1    0   -1   18   25   -0.000020    0.000000
   -1    0   -1   19   25   -0.000045    0.000000
   -1    0   -1   20   25   -0.034014    0.000000
   -1    0   -1   21   25    0.208595   -0.000001
   -1    0   -1   22   25    0.092565    0.000000
   -1    0   -1   23   25    0.089939    0.000000
   -1    0   -1   24   25    0.000026    0.000000
   -1    0   -1   25   25    0.022178    0.000000
   -1    0   -1   26   25    0.000077    0.000000
   -1    0   -1    1   26    0.000000    0.000000
   -1    0   -1    2   26    0.000000    0.000000
   -1    0   -1    3   26    0.000000    0.000000
   -1    0   -1    4   26    0.000000    0.000000
   -1    0   -1    5   26    0.000000    0.000000
   -1    0   -1    6   26    0.000000    0.000000
   -1    0   -1    7   26    0.000000    0.000000
   -1    0   -1    8   26    0.000000    0.000000
   -1    0   -1    9   26    0.000000    0.000000
   -1    0   -1   10   26    0.000000    0.000000
   -1    0   -1   11   26   -0.011683    0.000000
   -1    0   -1   12   26    0.005885    0.000000
   -1    0   -1   13   26    0.000140    0.000000
   -1    0   -1   14   26   -0.000298    0.000000
   -1    0   -1   15   26    0.000339    0.000000
   -1    0   -1   16   26   -0.006951    0.000000
   -1    0   -1   17   26   -0.000102    0.000000
   -1    0   -1   18   26    0.008066    0.000000
   -1    0   -1   19   26    0.007571    0.000000
   -1    0   -1   20   26   -0.000062    0.000000
   -1    0   -1   21   26    0.127131    0.000000
   -1    0   -1   22   26    0.102133    0.000000
   -1    0   -1   23   26   -0.015050    0.000000
   -1    0   -1   24   26   -0.005375    0.000000
   -1    0   -1   25   26    0.000077    0.000000
   -1    0   -1   26   26   -0.015730    0.000000
   -1    0    0    1    1   -0.000025    0.000000
   -1    0    0    2    1   -0.000012    0.000000
   -1    0    0    3    1    0.000000    0.000000
   -1    0    0    4    1    0.000000    0.000000
   -1    0    0    5    1    0.000000    0.000000
   -1    0    0    6    1    0.000000    0.000000
   -1    0    0    7    1    0.000000    0.000000
   -1    0    0    8    1    0.000000    0.000000
   -1    0    0    9    1    0.000000    0.000000
   -1    0    0   10    1    0.000000    0.000000
   -1    0    0   11    1    0.000000    0.000000
   -1    0    0   12    1    0.000000    0.000000
   -1    0    0   13    1    0.000000    0.000000
   -1    0    0   14    1    0.000000    0.000000
   -1    0    0   15    1    0.000000    0.000000
   -1    0    0   16    1    0.000000    0.000000
   -1    0    0   17    1    0.000000    0.000000
   -1    0    0   18    1    0.000000    0.000000
   -1    0    0   19    1    0.000000    0.000000
   -1    0    0   20    1    0.000000    0.000000
   -1    0    0   21    1    0.000000    0.000000
   -1    0    0   22    1    0.000000    0.000000
   -1    0    0   23    1    0.000000    0.000000
   -1    0    0   24    1    0.000000    0.000000
   -1    0    0   25    1    0.000000    0.000000
   -1    0    0   26    1    0.000000    0.000000
   -1    0    0    1    2   -0.000012    0.000000
   -1    0    0    2    2   -0.000025    0.000000
   -1    0    0    3    2    0.000000    0.000000
   -1    0    0    4    2    0.000000    0.000000
   -1    0    0    5    2    0.000000    0.000000
   -1    0    0    6    2    0.000000    0.000000
   -1    0    0    7    2    0.000000    0.000000
   -1    0    0    8    2    0.000000    0.000000
   -1    0    0    9    2    0.000000    0.000000
   -1    0    0   10    2    0.000000    0.000000
   -1    0    0   11    2    0.000000    0.000000
   -1    0    0   12    2    0.000000    0.000000
   -1    0    0   13    2    0.000000    0.000000
   -1    0    0   14    2    0.000000    0.000000
   -1    0    0   15    2    0.000000    0.000000
   -1    0    0   16    2    0.000000    0.000000
   -1    0    0   17    2    0.000000    0.000000
   -1    0    0   18    2    0.000000    0.000000
   -1    0    0   19    2    0.000000    0.000000
   -1    0    0   20    2    0.000000    0.000000
   -1    0    0   21    2    0.000000    0.000000
   -1    0    0   22    2    0.000000    0.000000
   -1    0    0   23    2    0.000000    0.000000
   -1    0    0   24    2    0.000000    0.000000
   -1    0    0   25    2    0.000000    0.000000
   -1    0    0   26    2    0.000000    0.000000
   -1    0    0    1    3    0.000000    0.000000
   -1    0    0    2    3    0.000000    0.000000
   -1    0    0    3    3   -0.001860    0.000000
   -1    0    0    4    3    0.000000    0.000000
   -1    0    0    5    3   -0.000012    0.000000
   -1    0    0    6    3    0.003533    0.000000
   -1    0    0    7    3   -0.001721    0.000000
   -1    0    0    8    3   -0.001000    0.000000
   -1    0    0    9    3    0.000000    0.000000
   -1    0    0   10    3    0.000000    0.000000
   -1    0    0   11    3    0.000000    0.000000
   -1    0    0   12    3    0.000000    0.000000
   -1    0    0   13    3    0.000000    0.000000
   -1    0    0   14    3    0.000000    0.000000
   -1    0    0   15    3    0.000000    0.000000
   -1    0    0   16    3    0.000000    0.000000
   -1    0    0   17    3    0.000000    0.000000
   -1    0    0   18    3    0.000000    0.000000
   -1    0    0   19    3    0.000000    0.000000
   -1    0    0   20    3    0.000000    0.000000
   -1    0    0   21    3    0.000000    0.000000
   -1    0    0   22    3    0.000000    0.000000
   -1    0    0   23    3    0.000000    0.000000
   -1    0    0   24    3    0.000000    0.000000
   -1    0    0   25    3    0.000000    0.000000
   -1    0    0   26    3    0.000000    0.000000
   -1    0    0    1    4    0.000000    0.000000
   -1    0    0    2    4    0.000000    0.000000
   -1    0    0    3    4   -0.000000    0.000000
   -1    0    0    4    4    0.006717    0.000000
   -1    0    0    5    4   -0.000000    0.000000
   -1    0    0    6    4   -0.001782    0.000000
   -1    0    0    7    4    0.002386    0.000000
   -1    0    0    8    4    0.001092    0.000000
   -1    0    0    9    4    0.000000    0.000000
   -1    0    0   10    4    0.000000    0.000000
   -1    0    0   11    4    0.000000    0.000000
   -1    0    0   12    4    0.000000    0.000000
   -1    0    0   13    4    0.000000    0.000000
   -1    0    0   14    4    0.000000    0.000000
   -1    0    0   15    4    0.000000    0.000000
   -1    0    0   16    4    0.000000    0.000000
   -1    0    0   17    4    0.000000    0.000000
   -1    0    0   18    4    0.000000    0.000000
   -1    0    0   19    4    0.000000    0.000000
   -1    0    0   20    4    0.000000    0.000000
   -1    0    0   21    4    0.000000    0.000000
   -1    0    0   22    4    0.000000    0.000000
   -1    0    0   23    4    0.000000    0.000000
   -1    0    0   24    4    0.000000    0.000000
   -1    0    0   25    4    0.000000    0.000000
   -1    0    0   26    4    0.000000    0.000000
   -1    0    0    1    5    0.000000    0.000000
   -1    0    0    2    5    0.000000    0.000000
   -1    0    0    3    5   -0.000012    0.000000
   -1    0    0    4    5    0.000000    0.000000
   -1    0    0    5    5    0.000757    0.000000
   -1    0    0    6    5   -0.001035    0.000000
   -1    0    0    7    5    0.001092    0.000000
   -1    0    0    8    5    0.001103    0.000000
   -1    0    0    9    5    0.000000    0.000000
   -1    0    0   10    5    0.000000    0.000000
   -1    0    0   11    5    0.000000    0.000000
   -1    0    0   12    5    0.000000    0.000000
   -1    0    0   13    5    0.000000    0.000000
   -1    0    0   14    5    0.000000    0.000000
   -1    0    0   15    5    0.000000    0.000000
   -1    0    0   16    5    0.000000    0.000000
   -1    0    0   17    5    0.000000    0.000000
   -1    0    0   18    5    0.000000    0.000000
   -1    0    0   19    5    0.000000    0.000000
   -1    0    0   20    5    0.000000    0.000000
   -1    0    0   21    5    0.000000    0.000000
   -1    0    0   22    5    0.000000    0.000000
   -1    0    0   23    5    0.000000    0.000000
   -1    0    0   24    5    0.000000    0.000000
   -1    0    0   25    5    0.000000    0.000000
   -1    0    0   26    5    0.000000    0.000000
   -1    0    0    1    6    0.000000    0.000000
   -1    0    0    2    6    0.000000    0.000000
   -1    0    0    3    6    0.003533    0.000000
   -1    0    0    4    6   -0.001782    0.000000
   -1    0    0    5    6   -0.001035    0.000000
   -1    0    0    6    6   -0.001860    0.000000
   -1    0    0    7    6    0.000000    0.000000
   -1    0    0    8    6    0.000012    0.000000
   -1    0    0    9    6    0.000000    0.000000
   -1    0    0   10    6    0.000000    0.000000
   -1    0    0   11    6    0.000000    0.000000
   -1    0    0   12    6    0.000000    0.000000
   -1    0    0   13    6    0.000000    0.000000
   -1    0    0   14    6    0.000000    0.000000
   -1    0    0   15    6    0.000000    0.000000
   -1    0    0   16    6    0.000000    0.000000
   -1    0    0   17    6    0.000000    0.000000
   -1    0    0   18    6    0.000000    0.000000
   -1    0    0   19    6    0.000000    0.000000
   -1    0    0   20    6    0.000000    0.000000
   -1    0    0   21    6    0.000000    0.000000
   -1    0    0   22    6    0.000000    0.000000
   -1    0    0   23    6    0.000000    0.000000
   -1    0    0   24    6    0.000000    0.000000
   -1    0    0   25    6    0.000000    0.000000
   -1    0    0   26    6    0.000000    0.000000
   -1    0    0    1    7    0.000000    0.000000
   -1    0    0    2    7    0.000000    0.000000
   -1    0    0    3    7   -0.001721    0.000000
   -1    0    0    4    7    0.002386    0.000000
   -1    0    0    5    7    0.001092    0.000000
   -1    0    0    6    7    0.000000    0.000000
   -1    0    0    7    7    0.006717    0.000000
   -1    0    0    8    7   -0.000000    0.000000
   -1    0    0    9    7    0.000000    0.000000
   -1    0    0   10    7    0.000000    0.000000
   -1    0    0   11    7    0.000000    0.000000
   -1    0    0   12    7    0.000000    0.000000
   -1    0    0   13    7    0.000000    0.000000
   -1    0    0   14    7    0.000000    0.000000
   -1    0    0   15    7    0.000000    0.000000
   -1    0    0   16    7    0.000000    0.000000
   -1    0    0   17    7    0.000000    0.000000
   -1    0    0   18    7    0.000000    0.000000
   -1    0    0   19    7    0.000000    0.000000
   -1    0    0   20    7    0.000000    0.000000
   -1    0    0   21    7    0.000000    0.000000
   -1    0    0   22    7    0.000000    0.000000
   -1    0    0   23    7    0.000000    0.000000
   -1    0    0   24    7    0.000000    0.000000
   -1    0    0   25    7    0.000000    0.000000
   -1    0    0   26    7    0.000000    0.000000
   -1    0    0    1    8    0.000000    0.000000
   -1    0    0    2    8    0.000000    0.000000
   -1    0    0    3    8   -0.001000    0.000000
   -1    0    0    4    8    0.001092    0.000000
   -1    0    0    5    8    0.001103    0.000000
   -1    0    0    6    8    0.000012    0.000000
   -1    0    0    7    8    0.000000    0.000000
   -1    0    0    8    8    0.000757    0.000000
   -1    0    0    9    8    0.000000    0.000000
   -1    0    0   10    8    0.000000    0.000000
   -1    0    0   11    8    0.000000    0.000000
   -1    0    0   12    8    0.000000    0.000000
   -1    0    0   13    8    0.000000    0.000000
   -1    0    0   14    8    0.000000    0.000000
   -1    0    0   15    8    0.000000    0.000000
   -1    0    0   16    8    0.000000    0.000000
   -1    0    0   17    8    0.000000    0.000000
   -1    0    0   18    8    0.000000    0.000000
   -1    0    0   19    8    0.000000    0.000000
   -1    0    0   20    8    0.000000    0.000000
   -1    0    0   21    8    0.000000    0.000000
   -1    0    0   22    8    0.000000    0.000000
   -1    0    0   23    8    0.000000    0.000000
   -1    0    0   24    8    0.000000    0.000000
   -1    0    0   25    8    0.000000    0.000000
   -1    0    0   26    8    0.000000    0.000000
   -1    0    0    1    9    0.000000    0.000000
   -1    0    0    2    9    0.000000    0.000000
   -1    0    0    3    9    0.000000    0.000000
   -1    0    0    4    9    0.000000    0.000000
   -1    0    0    5    9    0.000000    0.000000
   -1    0    0    6    9    0.000000    0.000000
   -1    0    0    7    9    0.000000    0.000000
   -1    0    0    8    9    0.000000    0.000000
   -1    0    0    9    9   -0.119605    0.000000
   -1    0    0   10    9   -0.064061    0.000000
   -1    0    0   11    9    0.000000    0.000000
   -1    0    0   12    9    0.000000    0.000000
   -1    0    0   13    9    0.000000    0.000000
   -1    0    0   14    9    0.000000    0.000000
   -1    0    0   15    9    0.000000    0.000000
   -1    0    0   16    9    0.000000    0.000000
   -1    0    0   17    9    0.000000    0.000000
   -1    0    0   18    9    0.000000    0.000000
   -1    0    0   19    9    0.000000    0.000000
   -1    0    0   20    9    0.000000    0.000000
   -1    0    0   21    9    0.000000    0.000000
   -1    0    0   22    9    0.000000    0.000000
   -1    0    0   23    9    0.000000    0.000000
   -1    0    0   24    9    0.000000    0.000000
   -1    0    0   25    9    0.000000    0.000000
   -1    0    0   26    9    0.000000    0.000000
   -1    0    0    1   10    0.000000    0.000000
   -1    0    0    2   10    0.000000    0.000000
   -1    0    0    3   10    0.000000    0.000000
   -1    0    0    4   10    0.000000    0.000000
   -1    0    0    5   10    0.000000    0.000000
   -1    0    0    6   10    0.000000    0.000000
   -1    0    0    7   10    0.000000    0.000000
   -1    0    0    8   10    0.000000    0.000000
   -1    0    0    9   10   -0.064061    0.000000
   -1    0    0   10   10   -0.119605    0.000000
   -1    0    0   11   10    0.000000    0.000000
   -1    0    0   12   10    0.000000    0.000000
   -1    0    0   13   10    0.000000    0.000000
   -1    0    0   14   10    0.000000    0.000000
   -1    0    0   15   10    0.000000    0.000000
   -1    0    0   16   10    0.000000    0.000000
   -1    0    0   17   10    0.000000    0.000000
   -1    0    0   18   10    0.000000    0.000000
   -1    0    0   19   10    0.000000    0.000000
   -1    0    0   20   10    0.000000    0.000000
   -1    0    0   21   10    0.000000    0.000000
   -1    0    0   22   10    0.000000    0.000000
   -1    0    0   23   10    0.000000    0.000000
   -1    0    0   24   10    0.000000    0.000000
   -1    0    0   25   10    0.000000    0.000000
   -1    0    0   26   10    0.000000    0.000000
   -1    0    0    1   11    0.000000    0.000000
   -1    0    0    2   11    0.000000    0.000000
   -1    0    0    3   11    0.000000    0.000000
   -1    0    0    4   11    0.000000    0.000000
   -1    0    0    5   11    0.000000    0.000000
   -1    0    0    6   11    0.000000    0.000000
   -1    0    0    7   11    0.000000    0.000000
   -1    0    0    8   11    0.000000    0.000000
   -1    0    0    9   11    0.000000    0.000000
   -1    0    0   10   11    0.000000    0.000000
   -1    0    0   11   11    0.035127    0.000000
   -1    0    0   12   11    0.000018    0.000000
   -1    0    0   13   11   -0.006137    0.000000
   -1    0    0   14   11    0.003548    0.000000
   -1    0    0   15   11   -0.000011    0.000000
   -1    0    0   16   11    0.001273    0.000000
   -1    0    0   17   11    0.044792    0.000000
   -1    0    0   18   11    0.025994    0.000000
   -1    0    0   19   11    0.007661    0.000000
   -1    0    0   20   11    0.014111    0.000000
   -1    0    0   21   11    0.009679    0.000000
   -1    0    0   22   11   -0.000039    0.000000
   -1    0    0   23   11    0.006951    0.000000
   -1    0    0   24   11   -0.488553    0.000000
   -1    0    0   25   11    0.256985    0.000000
   -1    0    0   26   11    0.158115    0.000000
   -1    0    0    1   12    0.000000    0.000000
   -1    0    0    2   12    0.000000    0.000000
   -1    0    0    3   12    0.000000    0.000000
   -1    0    0    4   12    0.000000    0.000000
   -1    0    0    5   12    0.000000    0.000000
   -1    0    0    6   12    0.000000    0.000000
   -1    0    0    7   12    0.000000    0.000000
   -1    0    0    8   12    0.000000    0.000000
   -1    0    0    9   12    0.000000    0.000000
   -1    0    0   10   12    0.000000    0.000000
   -1    0    0   11   12    0.000018    0.000000
   -1    0    0   12   12    0.021768    0.000000
   -1    0    0   13   12    0.000008    0.000000
   -1    0    0   14   12   -0.000009    0.000000
   -1    0    0   15   12   -0.014444    0.000000
   -1    0    0   16   12   -0.062598    0.000000
   -1    0    0   17   12   -0.003379    0.000000
   -1    0    0   18   12   -0.011629    0.000000
   -1    0    0   19   12    0.003830    0.000000
   -1    0    0   20   12    0.027256    0.000000
   -1    0    0   21   12   -0.000027    0.000000
   -1    0    0   22   12   -0.056650    0.000000
   -1    0    0   23   12   -0.000102    0.000000
   -1    0    0   24   12    0.216094    0.000000
   -1    0    0   25   12    0.542147    0.000000
   -1    0    0   26   12    0.381700    0.000000
   -1    0    0    1   13    0.000000    0.000000
   -1    0    0    2   13    0.000000    0.000000
   -1    0    0    3   13    0.000000    0.000000
   -1    0    0    4   13    0.000000    0.000000
   -1    0    0    5   13    0.000000    0.000000
   -1    0    0    6   13    0.000000    0.000000
   -1    0    0    7   13    0.000000    0.000000
   -1    0    0    8   13    0.000000    0.000000
   -1    0    0    9   13    0.000000    0.000000
   -1    0    0   10   13    0.000000    0.000000
   -1    0    0   11   13   -0.006137    0.000000
   -1    0    0   12   13    0.000008    0.000000
   -1    0    0   13   13   -0.034339    0.000000
   -1    0    0   14   13   -0.014546    0.000000
   -1    0    0   15   13   -0.000011    0.000000
   -1    0    0   16   13   -0.036894    0.000000
   -1    0    0   17   13   -0.011609    0.000000
   -1    0    0   18   13    0.009868    0.000000
   -1    0    0   19   13    0.019419    0.000000
   -1    0    0   20   13    0.005927    0.000000
   -1    0    0   21   13    0.016239    0.000000
   -1    0    0   22   13   -0.000020    0.000000
   -1    0    0   23   13    0.008065    0.000000
   -1    0    0   24   13    0.128045    0.000000
   -1    0    0   25   13    0.374639    0.000000
   -1    0    0   26   13    0.112645    0.000000
   -1    0    0    1   14    0.000000    0.000000
   -1    0    0    2   14    0.000000    0.000000
   -1    0    0    3   14    0.000000    0.000000
   -1    0    0    4   14    0.000000    0.000000
   -1    0    0    5   14    0.000000    0.000000
   -1    0    0    6   14    0.000000    0.000000
   -1    0    0    7   14    0.000000    0.000000
   -1    0    0    8   14    0.000000    0.000000
   -1    0    0    9   14    0.000000    0.000000
   -1    0    0   10   14    0.000000    0.000000
   -1    0    0   11   14    0.003548    0.000000
   -1    0    0   12   14   -0.000009    0.000000
   -1    0    0   13   14   -0.014546    0.000000
   -1    0    0   14   14    0.022340    0.000000
   -1    0    0   15   14    0.000026    0.000000
   -1    0    0   16   14   -0.001332    0.000000
   -1    0    0   17   14    0.000602    0.000000
   -1    0    0   18   14   -0.005321    0.000000
   -1    0    0   19   14    0.013616    0.000000
   -1    0    0   20   14   -0.009615    0.000000
   -1    0    0   21   14   -0.011612    0.000000
   -1    0    0   22   14    0.000045    0.000000
   -1    0    0   23   14   -0.007571    0.000000
   -1    0    0   24   14    0.217858    0.000000
   -1    0    0   25   14   -0.119247    0.000000
   -1    0    0   26   14   -0.671149    0.000000
   -1    0    0    1   15    0.000000    0.000000
   -1    0    0    2   15    0.000000    0.000000
   -1    0    0    3   15    0.000000    0.000000
   -1    0    0    4   15    0.000000    0.000000
   -1    0    0    5   15    0.000000    0.000000
   -1    0    0    6   15    0.000000    0.000000
   -1    0    0    7   15    0.000000    0.000000
   -1    0    0    8   15    0.000000    0.000000
   -1    0    0    9   15    0.000000    0.000000
   -1    0    0   10   15    0.000000    0.000000
   -1    0    0   11   15   -0.000011    0.000000
   -1    0    0   12   15   -0.014444    0.000000
   -1    0    0   13   15   -0.000011    0.000000
   -1    0    0   14   15    0.000026    0.000000
   -1    0    0   15   15    0.029517    0.000000
   -1    0    0   16   15   -0.001484    0.000000
   -1    0    0   17   15   -0.007263    0.000000
   -1    0    0   18   15   -0.000895    0.000000
   -1    0    0   19   15   -0.010141    0.000000
   -1    0    0   20   15    0.001902    0.000000
   -1    0    0   21   15    0.000042    0.000000
   -1    0    0   22   15    0.034014    0.000000
   -1    0    0   23   15    0.000062    0.000000
   -1    0    0   24   15    0.380340    0.000000
   -1    0    0   25   15   -0.829475    0.000000
   -1    0    0   26   15   -0.121936    0.000000
   -1    0    0    1   16    0.000000    0.000000
   -1    0    0    2   16    0.000000    0.000000
   -1    0    0    3   16    0.000000    0.000000
   -1    0    0    4   16    0.000000    0.000000
   -1    0    0    5   16    0.000000    0.000000
   -1    0    0    6   16    0.000000    0.000000
   -1    0    0    7   16    0.000000    0.000000
   -1    0    0    8   16    0.000000    0.000000
   -1    0    0    9   16    0.000000    0.000000
   -1    0    0   10   16    0.000000    0.000000
   -1    0    0   11   16    0.001273    0.000000
   -1    0    0   12   16   -0.062598    0.000000
   -1    0    0   13   16   -0.036894    0.000000
   -1    0    0   14   16   -0.001332    0.000000
   -1    0    0   15   16   -0.001484    0.000000
   -1    0    0   16   16    0.035125    0.000000
   -1    0    0   17   16   -0.000018    0.000000
   -1    0    0   18   16    0.006137    0.000000
   -1    0    0   19   16    0.003549    0.000000
   -1    0    0   20   16   -0.000011    0.000000
   -1    0    0   21   16   -0.488551    0.000000
   -1    0    0   22   16   -0.256979    0.000000
   -1    0    0   23   16   -0.158110    0.000000
   -1    0    0   24   16   -0.022570    0.000002
   -1    0    0   25   16   -0.000056    0.000000
   -1    0    0   26   16    0.018066    0.000000
   -1    0    0    1   17    0.000000    0.000000
   -1    0    0    2   17    0.000000    0.000000
   -1    0    0    3   17    0.000000    0.000000
   -1    0    0    4   17    0.000000    0.000000
   -1    0    0    5   17    0.000000    0.000000
   -1    0    0    6   17    0.000000    0.000000
   -1    0    0    7   17    0.000000    0.000000
   -1    0    0    8   17    0.000000    0.000000
   -1    0    0    9   17    0.000000    0.000000
   -1    0    0   10   17    0.000000    0.000000
   -1    0    0   11   17    0.044792    0.000000
   -1    0    0   12   17   -0.003379    0.000000
   -1    0    0   13   17   -0.011609    0.000000
   -1    0    0   14   17    0.000602    0.000000
   -1    0    0   15   17   -0.007263    0.000000
   -1    0    0   16   17   -0.000018    0.000000
   -1    0    0   17   17    0.021770    0.000000
   -1    0    0   18   17    0.000008    0.000000
   -1    0    0   19   17    0.000009    0.000000
   -1    0    0   20   17    0.014444    0.000000
   -1    0    0   21   17   -0.216095    0.000000
   -1    0    0   22   17    0.542147    0.000000
